code,name_french,isco88,name_english
2132,"Consultant, élevage",3213,"Consultant, livestock"
2421,"Consultant, gestion",2419,"Consultant, management"
2431,"Consultant, marché : études",2419,"Consultant, market: research"
2431,"Consultant, marketing",2419,"Consultant, marketing"
2211,"Consultant, médical: médecine générale",2221,"Consultant, medical: general practice"
2212,"Consultant, médical: spécialiste",2221,"Consultant, medical: specialist"
2212,"Consultant, médical: médecin spécialiste",2221,"Consultant, medical: specialist physician"
2133,"Consultant, gestion des ressources naturelles",2211,"Consultant, natural resource management"
2221,"Consultante, infirmière : clinique",2230,"Consultant, nurse: clinical"
2263,"Spécialistes de la salubrité de l'environnement, de l'hygiène et de la santé au travail",3152,"Consultant, occupational health and safety"
2263,"Consultant, hygiène du travail",3152,"Consultant, occupational hygiene"
5243,"Consultant, plan de parti",9113,"Consultant, party plan"
2412,"Consultant, pensions",2419,"Consultant, pensions"
2423,"Consultant, personnel",2412,"Consultant, personnel"
2412,"Consultant, immobilier : investissement",2419,"Consultant, property: investment"
2432,"Consultante, relations publiques",2419,"Consultant, public relations"
2263,"Consultant, radioprotection",3222,"Consultant, radiation protection"
2423,"Consultant, recrutement",2412,"Consultant, recruitment"
5223,"Consultant, ventes : automobile ",5220,"Consultant, sales: automobile "
5249,"Consultant, vente: location de voiture",5220,"Consultant, sales: car hire"
2434,"Consultant, ventes : systèmes informatiques",3415,"Consultant, sales: computer systems"
5243,"Consultant, ventes : porte-à-porte",9113,"Consultant, sales: door-to-door"
2433,"Consultant, ventes : ingénierie",3415,"Consultant, sales: engineering"
2434,"Consultant, ventes : technologies de l’information",3415,"Consultant, sales: information technology"
3322,"Consultant, ventes : fabrication",3415,"Consultant, sales: manufacturing"
5244,"Consultant, ventes : appels sortants",9113,"Consultant, sales: outbound calls"
5249,"Consultant, vente : location",5220,"Consultant, sales: rental"
2433,"Spécialistes des ventes, secteurs médical et technique (à l'exception des TIC)",3415,"Consultant, sales: technical (except ICT)"
2434,"Consultant, ventes: technique (TIC)",3415,"Consultant, sales: technical (ICT)"
5244,"Consultant, ventes : télémarketing",9113,"Consultant, sales: telemarketing"
2413,"Consultant, valeurs mobilières",2419,"Consultant, securities"
5414,"Consultant, sécurité",5169,"Consultant, security"
2529,"Consultant, sécurité : ordinateur",2139,"Consultant, security: computer"
2529,"Consultant, sécurité : données",2139,"Consultant, security: data"
2529,"Consultant, sécurité : TIC",2139,"Consultant, security: ICT"
2422,"Consultant, sécurité : politique",2419,"Consultant, security: policy"
5142,"Consultant, minceur",5141,"Consultant, slimming"
2422,"Consultant, politique sociale",2419,"Consultant, social policy"
3512,"Consultant, support logiciel",3121,"Consultant, software support"
2132,"Consultant, sol",3213,"Consultant, soil"
2424,"Consultant, développement du personnel : formation",2412,"Consultant, staff development: training"
2412,"Consultante, pension de retraite : conseils",2419,"Consultant, superannuation: providing advice"
3512,"Consultant, soutien : technologie de l’information",3121,"Consultant, support: information technology"
2511,"Consultant, systèmes : ordinateurs",2131,"Consultant, systems: computers"
3512,"Consultant, technique : support logiciel",3121,"Consultant, technical: software support"
5244,"Consultant, télévente : appel à froid",9113,"Consultant, telesales: cold calling"
5244,"Consultant, télévente : appels sortants",9113,"Consultant, telesales: outbound calls"
4221,Consultants et employés d'agence de voyages,3414,"Consultant, travel"
5142,"Consultant, perte de poids",5141,"Consultant, weight loss"
2659,Contorsionniste,3474,Contortionist
1323,"Entrepreneur, bâtiment : gestion de projet",1223,"Contractor, building: project management"
9112,"Entrepreneur, nettoyage",9132,"Contractor, cleaning"
6113,"Entrepreneur, jardinage",6113,"Contractor, gardening"
3333,"Entrepreneur, main-d’œuvre",3423,"Contractor, labour"
6113,"Entrepreneur, aménagement paysager",6113,"Contractor, landscaping"
9214,"Entrepreneur, tonte de pelouse",9211,"Contractor, lawnmowing"
9214,"Entrepreneur, tonte",9211,"Contractor, mowing"
7544,Fumigateurs et préposés au contrôle de la vermine et des mauvaises herbes,7143,"Contractor, spraying: pest or weed control"
2652,Contralto,2453,Contralto
3154,Contrôleurs de la circulation aérienne,3144,"Controller, air traffic"
4323,"Contrôleur, bureau: service de transport aérien",4131,"Controller, clerical: air transport service"
4323,"Contrôleur, bureau : trafic aérien",4131,"Controller, clerical: airline traffic"
4412,"Contrôleur, bureau : courrier",4142,"Controller, clerical: mail"
4412,"Contrôleur, bureau: service postal",4142,"Controller, clerical: postal service"
4323,"Contrôleur, bureau : service ferroviaire",4131,"Controller, clerical: railway service"
4323,"Contrôleur, employé de bureau: train",4131,"Controller, clerical: train"
4323,"Contrôleur, bureau: service de transport",4131,"Controller, clerical: transport service"
3312,"Contrôleur, crédit: évaluation de la solvabilité des clients",3419,"Controller, credit: assessing credit worthiness of clients"
2411,"Contrôleur, finances",2411,"Controller, financial"
7544,"Contrôleur, ravageur",7143,"Controller, pest"
1322,"Contrôleur, production: exploitation minière",1222,"Controller, production: mining"
7543,"Contrôleur, qualité",3152,"Controller, quality"
3139,"Techniciens, contrôle de processus industriels non classés ailleurs",3123,"Controller, robot: industrial"
3341,"Contrôleur, dactylographe",4111,"Controller, typist"
7544,"Contrôleur, mauvaise herbe",7143,"Controller, weed"
1120,Roucouler,1210,COO
5120,Cuisiniers,5122,Cook
3434,"Cuisinier, chef",5122,"Cook, chief"
9411,"Cuisiniers, restauration rapide",5122,"Cook, fast food"
9411,"Cuisiner, fish and chips",5122,"Cook, fish and chips"
9411,"Cuisinier, hamburgers",5122,"Cook, hamburgers"
3434,"Cuisinier, tête",5122,"Cook, head"
5120,"Cuisiner, gâchis",5122,"Cook, mess"
9411,"Cuisinier, pizza",5122,"Cook, pizza"
7514,"Cuisiner, conserver",5122,"Cook, preserving"
5120,"Cuisinier, restaurant",5122,"Cook, restaurant"
5120,"Cuisinier, navire",5122,"Cook, ship"
9411,"Cuisinier, commande courte",5122,"Cook, short order"
5120,"Cuisinier, régimes spéciaux",5122,"Cook, special diets"
9411,"Cuisiner, emporter",5122,"Cook, take away"
5120,"Cuisiner, légume",5122,"Cook, vegetable"
5120,"Cuisinier, camp de travail",5122,"Cook, work camp"
7522,Tonnelier,7422,Cooper
3341,"Coordonnateur, administration : administration ou gestion de bureau",3439,"Coordinator, administration: office administration or management"
3122,"Coordonnateur, secteur : fabrication",8290,"Coordinator, area: manufacturing"
3123,"Coordonnateur, bâtiment : construction",1223,"Coordinator, building: construction"
2133,"Coordonnatrice, bassin versant : environnement",2211,"Coordinator, catchment: environment"
1343,"Coordonnatrice, Soins communautaires aux personnes âgées",1319,"Coordinator, community aged care"
1342,"Coordonnatrice, soins de santé communautaires",1319,"Coordinator, community health care"
3332,"Coordonnatrice, conférence",3439,"Coordinator, conference"
3123,"Coordonnatrice, chantier",1223,"Coordinator, construction site"
4416,"Coordonnateur, équipage",4190,"Coordinator, crewing"
2351,"Coordonnatrice, programme d’études",2351,"Coordinator, curriculum"
2133,"Coordonnatrice, environnement",2211,"Coordinator, environmental"
3332,"Coordonnatrice, événements",3439,"Coordinator, events"
3332,"Coordonnatrice, fonction",3439,"Coordinator, function"
2522,"Coordonnateur, services d’information: gestion du système informatique",2131,"Coordinator, information services: managing computer system"
1213,"Coordonnateur, politique : gouvernement",1229,"Coordinator, policy: government"
3121,"Coordonnateur, production : exploitation minière",7111,"Coordinator, production: mining"
3435,Autres professions intermédiaires de la culture et de la création artistique,3471,"Coordinator, program: broadcasting"
1343,"Coordonnatrice, village de retraités",1319,"Coordinator, retirement village"
3121,"Coordonnateur, quart de travail : exploitation minière",7111,"Coordinator, shift: mining"
3123,"Coordonnatrice, site : bâtiment",1223,"Coordinator, site: building"
3123,"Coordonnatrice, chantier : construction",1223,"Coordinator, site: construction"
2519,"Coordinateur, tests de logiciels",2139,"Coordinator, software testing"
3435,"Coordinateur, cascadeur",3471,"Coordinator, stunt"
2519,"Coordinateur, test : logiciel",2139,"Coordinator, test: software"
3514,"Coordonnatrice, web : gestion de site web",3121,"Coordinator, web: managing website"
3332,"Coordonnatrice, mariage",3439,"Coordinator, wedding"
7213,Chaudronnier,7213,Coppersmith
7532,"Copiste, design jacquard",7435,"Copyist, jacquard design"
2431,"Rédacteur, publicité",2451,"Copywriter, advertising"
2642,"Rédacteur, médias d’information",2451,"Copywriter, news media"
2432,"Rédacteur, publicité",2451,"Copywriter, publicity"
2641,"Rédacteur, technique",2451,"Copywriter, technical"
7211,Coremaker,7211,Coremaker
2652,Cornettiste,2453,Cornetist
2619,Coroner,2429,Coroner
310,"Caporal, Force aérienne",110,"Corporal, air force"
310,"Caporal, armée",110,"Corporal, army"
2642,"Correspondant, médias",2451,"Correspondent, media"
5142,Esthéticienne,5141,Cosmetologist
1111,Conseiller municipal,1110,"Councillor, city"
1111,"Conseiller, gouvernement",1110,"Councillor, government"
2611,"Avocat, juridique",2429,"Counsel, legal"
2635,"Conseiller, toxicomanies",2446,"Counsellor, addictions"
3259,"Conseiller, SIDA",3229,"Counsellor, AIDS"
2635,"Conseiller, deuil",2446,"Counsellor, bereavement"
2635,"Conseiller, enfants et jeunes",2446,"Counsellor, child and youth"
2359,"Conseiller, collège",2359,"Counsellor, college"
2423,"Conseiller, emploi",2412,"Counsellor, employment"
2635,"Conseiller, famille",2446,"Counsellor, family"
3259,"Conseiller, planification familiale",3229,"Counsellor, family planning"
3259,"Conseiller, VIH",3229,"Counsellor, HIV"
2635,"Conseiller, mariage",2446,"Counsellor, marriage"
2359,"Conseiller, école",2359,"Counsellor, school"
2635,"Conseiller, agression sexuelle",2446,"Counsellor, sexual assault"
2359,"Conseiller, étudiant",2359,"Counsellor, student"
4221,"Conseiller, information touristique",4221,"Counsellor, tourism information"
4221,"Conseiller, voyage",4221,"Counsellor, travel"
4221,"Conseiller, information aux visiteurs",4221,"Counsellor, visitor information"
2423,"Conseiller, orientation professionnelle",2412,"Counsellor, vocational guidance"
8312,"Attelage, gare de triage",8312,"Coupler, railway yard"
9331,"Coursier, vélo",9331,"Courier, bicycle"
3359,"Courrier, diplomatique",3439,"Courier, diplomatic"
8322,"Coursier, voiture de conduite",8322,"Courier, driving car"
8322,"Coursier, voiturette de conduite",8322,"Courier, driving van"
8321,"Coursier, moto",8321,"Courier, motorcycle"
9621,"Coursier, à pied",9151,"Courier, on foot"
6121,Cow-boy,9211,Cowboy
6121,Vachère,9211,Cowgirl
6121,Vacher,9211,Cowherd
6320,Vacher : agriculture de subsistance,6210,Cowherd: subsistence farming
8350,"Coxswain, canot de sauvetage",8340,"Coxswain, lifeboat"
310,"Barreur, marine",110,"Coxswain, navy"
210,"Barreur, marine : premier maître",110,"Coxswain, navy: chief petty officer"
210,"Barreur, marine : adjudant",110,"Coxswain, navy: warrant officer"
9321,Emballeurs à la main et autres manoeuvres des industries manufacturières,9322,"Crater, hand"
7317,Creeler,7424,Creeler
8350,Membre d’équipage,8340,Crewman
310,"Matelot, véhicule blindé de combat",110,"Crewman, armoured fighting vehicle"
310,"Matelot, véhicule blindé de transport de troupes",110,"Crewman, armoured personnel carrier"
8350,"Matelot, drague",8340,"Crewman, dredger"
6223,"Matelot, dériveur",6153,"Crewman, drifter"
310,"Homme d’équipage, char",110,"Crewman, tank"
6223,"Matelot, chalutier",6153,"Crewman, trawler"
6224,"Homme d’équipage, baleinier",6154,"Crewman, whaling vessel"
8350,"Membre d’équipage, yacht",8340,"Crewman, yacht"
8350,Femme d’équipage,8340,Crewwoman
310,"Femme d’équipage, véhicule blindé de combat",110,"Crewwoman, armoured fighting vehicle"
310,"Femme d’équipage, véhicule blindé de transport de troupes",110,"Crewwoman, armoured personnel carrier"
8350,"Femme d’équipage, dragueur",8340,"Crewwoman, dredger"
6223,"Femme d’équipage, vagabonde",6153,"Crewwoman, drifter"
310,"Femme d’équipage, char",110,"Crewwoman, tank"
6223,"Femme d’équipage, chalutier",6153,"Crewwoman, trawler"
6224,"Femme d’équipage, baleinier",6154,"Crewwoman, whaling vessel"
8350,"Femme d’équipage, yacht",8340,"Crewwoman, yacht"
3421,Cricketer,3475,Cricketer
2632,Criminologue,2442,Criminologist
2642,Critique,2451,Critic
2642,"Critique, art",2451,"Critic, art"
7318,Crocheteur,7432,Crocheter
6210,"Coupe-croix, journalisation",6141,"Cross-cutter, logging"
4212,Croupier,4213,Croupier
4212,"Croupier, table de jeu",4213,"Croupier, gambling-table"
6210,"Cruiser, bois",6141,"Cruiser, timber"
2113,Cristallographe,2113,Crystallographer
6221,"Cultivateur, algues",6151,"Cultivator, algae"
6113,"Cultivateur, champignon",6113,"Cultivator, mushroom"
6221,"Cultivateur, perle",6151,"Cultivator, pearl"
2636,Vicaire,2460,Curate
2621,Archivistes paléographes et conservateurs de musée,2431,"Curator, art gallery"
2621,"Conservateur, musée",2431,"Curator, museum"
7511,"Curer, bacon",7411,"Curer, bacon"
7511,"Curer, poisson",7411,"Curer, fish"
7511,"Curer, viande",7411,"Curer, meat"
7535,"Currier, cuir",7441,"Currier, leather"
7316,"Cutter, verre cristal",7324,"Cutter, crystal glass"
7511,"Cutter, poisson",7411,"Cutter, fish"
7212,"Cutter, flamme",7212,"Cutter, flame"
7536,"Cutter, chaussures",7442,"Cutter, footwear"
7531,"Cutter, fourrure",7434,"Cutter, fur"
7532,"Cutter, vêtement",7435,"Cutter, garment"
7315,"Cutter, verre",7322,"Cutter, glass"
7532,"Cutter, gant",7435,"Cutter, glove"
7113,"Cutter, granit",7122,"Cutter, granite"
7316,"Cutter, verre en taille-douce",7324,"Cutter, intaglio glass"
8152,"Cutter, carte jacquard ",8262,"Cutter, jacquard card "
9214,"Cutter, pelouse",9211,"Cutter, lawn"
7536,"Cutter, cuir",7442,"Cutter, leather"
7532,Métiers qualifiés de la coupe de vêtements et assimilés,7435,"Cutter, mattress"
7511,"Cutter, viande",7411,"Cutter, meat"
7315,"Cutter, verre optique",7322,"Cutter, optical glass"
7532,"Cutter, motif",7435,"Cutter, pattern"
6210,"Cutter, poteau et pile",6141,"Cutter, pole and pile"
7313,"Cutter, métal précieux",7313,"Cutter, precious metal"
6210,"Cutter, traverse de chemin de fer",6141,"Cutter, railway tie"
7532,"Cutter, voile",7435,"Cutter, sail"
6210,"Cutter, dormeur",6141,"Cutter, sleeper"
7322,"Cutter, pochoir : sérigraphie",7346,"Cutter, stencil: silk-screen"
7113,"Cutter, pierre",7122,"Cutter, stone"
9211,"Cutter, canne à sucre",9211,"Cutter, sugar cane"
7512,"Cutter, sucrerie",7412,"Cutter, sugar confectionery"
7532,"Cutter, tailleur",7435,"Cutter, tailor's"
7532,"Cutter, tente",7435,"Cutter, tent"
6210,"Cutter, bois: sylviculture",6141,"Cutter, timber: forestry"
7516,"Cutter, tabac",7416,"Cutter, tobacco"
7532,"Cutter, parapluie",7435,"Cutter, umbrella"
7532,"Cutter, rembourrage",7435,"Cutter, upholstery"
6210,"Cutter, bois: forêt",6141,"Cutter, wood: forest"
7113,"Cutter-finisher, pierre",7122,"Cutter-finisher, stone"
7313,"Cutter-polisher, pierres précieuses",7313,"Cutter-polisher, gems"
8114,"Cutter-polisher, diamants industriels",7313,"Cutter-polisher, industrial diamonds"
7313,"Cutter-polisher, bijoux",7313,"Cutter-polisher, jewels"
7122,"Cutter-setter, mosaïque",7132,"Cutter-setter, mosaic"
7316,"Cutter-shaper, verre décoratif",7324,"Cutter-shaper, decorative glass"
9331,"Cycliste, sauf course",9331,"Cyclist, except racing"
3421,"Cycliste, course",3475,"Cyclist, racing"
2131,Cytologue,2211,Cytologist
6121,Laitière,9211,Dairymaid
6121,Crémier,9211,Dairyman
2653,Danseur,2454,Dancer
2653,"Danseur, ballet",2454,"Dancer, ballet"
2653,"Danseur, salle de bal",2454,"Dancer, ballroom"
2653,"Danseur, chœur",3473,"Dancer, chorus"
2653,"Danseuse, boîte de nuit",3473,"Dancer, night-club"
2653,"Danseuse, rue",3473,"Dancer, street"
2653,"Danseuse, strip-tease",3474,"Dancer, strip-tease"
2653,"Danseur, claquettes",3473,"Dancer, tap"
9334,Remplissage de jour,9333,Dayfiller
2636,Diacre,2460,Deacon
3339,"Marchand, art",1314,"Dealer, art"
3311,"Courtier, cautionnement",3411,"Dealer, bond"
1420,"Concessionnaire, automobile : gestion et supervision du personnel",1314,"Dealer, car: managing and supervising staff"
3324,"Concessionnaire, produits de base",3421,"Dealer, commodities"
3324,"Courtier, contrats à terme sur matières premières",3421,"Dealer, commodity futures"
3311,"Courtier, devises",3411,"Dealer, foreign exchange"
3324,"Négociant, contrats à terme : matières premières",3421,"Dealer, futures: commodities"
3311,"Courtier, contrats à terme : financier",3411,"Dealer, futures: financial"
4212,Croupiers et assimilés dans le secteur des jeux de hasard,4213,"Dealer, gaming"
3321,"Concessionnaire, assurance",3412,"Dealer, insurance"
3311,"Courtier, investissement",3411,"Dealer, investment"
3324,"Marchand, bétail",3421,"Dealer, livestock"
9612,"Revendeur, ferraille",9161,"Dealer, scrap"
3311,"Courtier, valeurs mobilières",3411,"Dealer, securities"
3324,"Revendeur, textiles",3421,"Dealer, textiles"
1345,"Doyen, université",1229,"Dean, university"
6122,"Debeaker, volaille",6122,"Debeaker, poultry"
7512,"Décorateur, gâteau",7412,"Decorator, cake"
7316,"Décorateur, céramique",7324,"Decorator, ceramics"
3432,"Décorateur, présentoir",3471,"Decorator, display"
3432,"Décorateur, plateau de tournage",3471,"Decorator, film set"
3432,Décorateurs et designers d'intérieurs,3471,"Decorator, interior"
7316,"Décorateur, poterie",7324,"Decorator, pottery"
7535,"Poil, cacher",7441,"Dehairer, hide"
9331,"Livreur, vélo",9331,"Deliverer, bicycle"
8322,"Livreur, conduite de voiture",8322,"Deliverer, driving car"
8322,"Livreur, conducteur de fourgonnette",8322,"Deliverer, driving van"
9621,"Livreur, main dans la main",9151,"Deliverer, hand"
9621,"Livreur, dépliants",9151,"Deliverer, leaflets"
8321,"Livreur, moto",8321,"Deliverer, motorcycle"
9621,"Livreur, journal",9151,"Deliverer, newspaper"
9621,"Livreur, à pied",9151,"Deliverer, on foot"
2120,Démographe,2122,Demographer
3142,"Démonstrateur, ferme",3213,"Demonstrator, farm"
5242,Démonstrateurs en magasin,5220,"Demonstrator, sales"
2261,Dentistes,2222,Dentist
3214,Denturiste,7311,Denturist
3121,"Député, le mien",7111,"Deputy, mine"
2212,Dermatologue,2221,Dermatologist
8113,Derrickman,8113,Derrickman
8113,Derrickwoman,8113,Derrickwoman
2144,"Concepteur, avion",2145,"Designer, aircraft"
2166,"Concepteur, animation",3471,"Designer, animation"
3432,"Designer, armorial",3471,"Designer, armorial"
2163,Concepteurs modélistes de produits et de vêtements,3471,"Designer, clothing"
2163,"Designer, commercial: produits",3471,"Designer, commercial: products"
2166,"Concepteur, jeux vidéo",3471,"Designer, computer games"
2512,"Concepteur, logiciel informatique",2131,"Designer, computer software"
2163,"Designer, costume",3471,"Designer, costume"
3432,"Designer, décoration",3471,"Designer, decoration"
3432,"Concepteur, affichage",3471,"Designer, display"
2163,"Designer, robe",3471,"Designer, dress"
2144,"Concepteur, moteur",2145,"Designer, engine"
2151,"Concepteur, moteur: électrique",2143,"Designer, engine: electrical"
3432,"Designer, exposition",3471,"Designer, exhibition"
2163,"Designer, mode",3471,"Designer, fashion"
2163,"Designer, mobilier",3471,"Designer, furniture"
2163,"Designer, vêtement",3471,"Designer, garment"
2166,"Designer, graphiste",3471,"Designer, graphic"
2163,"Designer, industriel",3471,"Designer, industrial"
3432,"Designer, intérieur",3471,"Designer, interior"
2163,"Designer, bijoux",3471,"Designer, jewellery"
2144,"Concepteur, moteur",2145,"Designer, motor"
2151,"Concepteur, moteur: électrique",2143,"Designer, motor: electrical"
2166,"Concepteurs graphiques, multimédia - graphistes",3471,"Designer, multimedia"
2163,"Concepteur, package",3471,"Designer, package"
2166,"Designer, affiche",3471,"Designer, poster"
2163,"Designer, produits",3471,"Designer, products"
2166,"Concepteur, publication",3471,"Designer, publication"
3432,"Designer, décor",3471,"Designer, scenery"
3432,"Concepteur, décor",3471,"Designer, set"
2512,Concepteurs de logiciels,2131,"Designer, software"
3432,"Designer, scène",3471,"Designer, stage"
2511,"Concepteur, systèmes: ordinateurs",2131,"Designer, systems: computers"
2149,"Concepteur, systèmes: sauf ordinateurs",2149,"Designer, systems: except computers"
2511,"Concepteur, systèmes: IT",2131,"Designer, systems: IT"
2163,"Designer, textile",3471,"Designer, textile"
2166,"Designer, typographique",3471,"Designer, typographical"
2166,"Concepteur, site web",3471,"Designer, website"
9122,"Dessinateur, avion",9142,"Detailer, aircraft"
9122,"Détaillant, bateau",9142,"Detailer, boat"
9122,"Detailer, voiture",9142,"Detailer, car"
9122,"Détaillant, caravane",9142,"Detailer, caravan"
9122,"Dessinateur, véhicules",9142,"Detailer, vehicles"
3355,"Détective, police",3450,"Detective, police"
3411,"Détective, privé",3450,"Detective, private"
3411,"Détective, magasin",3450,"Detective, store"
2512,"Développeur, applications : informatique (sauf web)",2131,"Developer, applications: computing (except web)"
2513,"Développeur, applications: informatique (internet)",2131,"Developer, applications: computing (internet)"
2513,"Développeur, applications: informatique (web)",2131,"Developer, applications: computing (web)"
2513,"Développeur, jeu vidéo",2131,"Developer, computer game"
2351,"Développeur, curriculum",2351,"Developer, curriculum"
2521,"Développeur, base de données",2131,"Developer, database"
2513,"Développeur, dhtml",2131,"Developer, dhtml"
8132,"Développeur, film: noir et blanc",7344,"Developer, film: black-and-white"
8132,"Développeur, film: couleur",7344,"Developer, film: colour"
8132,"Développeur, film: X-ray",7344,"Developer, film: x-ray"
2513,"Développeur, flash",2131,"Developer, flash"
2513,"Développeur, jeu: ordinateur",2131,"Developer, game: computer"
2513,"Développeur, html",2131,"Developer, html"
2513,"Développeur, interactif",2131,"Developer, interactive"
2513,"Développeur, internet",2131,"Developer, internet"
2513,"Développeur, applications internet",2131,"Developer, internet applications"
2513,"Développeur, internet multimédia",2131,"Developer, internet multimedia"
2513,"Développeur, logiciel internet",2131,"Developer, internet software"
2513,Concepteurs de sites Internet et de multimédia,2131,"Developer, multimedia"
8132,"Développeur, négatif: noir et blanc",7344,"Developer, negative: black-and-white"
8132,"Développeur, négatif: couleur",7344,"Developer, negative: colour"
8132,"Développeur, photographie: noir et blanc",7344,"Developer, photograph: black-and-white"
8132,"Développeur, photographie: couleur",7344,"Developer, photograph: colour"
8132,"Développeur, plaque photographique",7344,"Developer, photographic plate"
8132,"Développeur, positif : noir et blanc",7344,"Developer, positive: black-and-white"
8132,"Développeur, positif: couleur",7344,"Developer, positive: colour"
8132,"Développeur, impression",7344,"Developer, print"
2512,"Développeur, logiciel",2131,"Developer, software"
2513,"Développeur, jeu vidéo",2131,"Developer, video game"
2513,"Développeur, web",2131,"Developer, web"
2513,"Développeur, applications web",2131,"Developer, web applications"
2513,"Développeur, logiciel web",2131,"Developer, web software"
2513,"Développeur, page web",2131,"Developer, webpage"
2513,"Développeur, site web",2131,"Developer, website"
9121,Dhobi,9133,Dhobi
2212,Diabétologue,2221,Diabetologist
7222,Fabricant de matrices,7222,Diemaker
2265,Diététicien,3223,Dietician
2265,"Diététicien, clinique",3223,"Dietician, clinical"
2265,"Diététicien, service alimentaire",3223,"Dietician, food service"
8342,"Pelleteuse, tombe : matériel de terrassement",8332,"Digger, grave: earthmoving equipment"
9312,"Pelleteuse, tombe: outils portatifs",9312,"Digger, grave: hand-held tools"
8113,"Digger, puits",7136,"Digger, well"
7314,"Dipper, céramique",7321,"Dipper, ceramics"
8122,"Dipper, articles métalliques",7324,"Dipper, metal articles"
7512,"Dipper, confiserie",7412,"Dipper, sugar confectionery"
7516,"Dipper, tabac",7416,"Dipper, tobacco"
7521,Métiers qualifiés du traitement du bois,7421,"Dipper, wood treatment"
1211,"Directeur, comptabilité",1231,"Director, accounting"
1211,"Directeur, comptabilité",1231,"Director, accounts"
1219,Directeurs des services administratifs non classés ailleurs,1231,"Director, administrative services"
1222,"Directeur, publicité",1234,"Director, advertising"
1341,"Directeur, garde après l’école",1319,"Director, after school care"
2654,"Metteur en scène, artistique",1229,"Director, artistic"
1346,"Directeur, banque",1317,"Director, bank"
1211,"Directeur, budgétisation",1231,"Director, budgeting"
1223,"Directeur, développement des affaires : sauf TIC",1237,"Director, business development: except ICT"
2654,"Réalisateur, casting",1229,"Director, casting"
1341,"Cadres de direction, garde d'enfants",1319,"Director, childcare"
1341,"Directeur, garderie",1319,"Director, childcare centre"
1341,"Directeur, Services à l’enfance",1229,"Director, children's services"
1342,"Directeur, clinique",1319,"Director, clinical"
1223,"Directeur, essais cliniques",1237,"Director, clinical trials"
1345,"Directeur, collège",1229,"Director, college"
1120,Directeurs généraux d’entreprise,1210,"Director, company"
1213,"Directeur, conformité",1231,"Director, compliance"
1219,"Directeur, Services corporatifs",1231,"Director, corporate services"
1431,"Directeurs et gérants, centres sportifs, centres de loisirs et centres culturels",1319,"Director, cultural centre"
1341,"Directeur, garderie : enfants",1319,"Director, day care centre: children"
1349,"Directeur, service de conception",1229,"Director, design service"
2654,"Réalisateur, documentaire",2455,"Director, documentary"
1120,"Directeur, exécutif",1210,"Director, executive"
1219,"Directeur, gestion des installations",1228,"Director, facilities management"
2654,"Réalisateur, film",2455,"Director, film"
1211,"Directeurs et cadres de direction, services financiers",1231,"Director, finance"
1420,"Directeur, franchise",1314,"Director, franchise"
5163,Agents de pompes funèbres et embaumeurs,5143,"Director, funeral"
1342,"Directeur, établissement de santé",1319,"Director, health facility"
1342,"Cadres de direction, services de santé",1229,"Director, health service"
1343,"Directeur, à domicile : soins aux personnes âgées",1319,"Director, home: aged care"
1411,"Directeurs et gérants, hôtellerie",1315,"Director, hotel"
1212,"Directeurs et cadres de direction, ressources humaines",1232,"Director, human resources"
1330,"Directeur, Systèmes d’information",1236,"Director, information systems"
1349,"Directeur, service juridique",1229,"Director, legal service"
1431,"Directeur, centre de loisirs",1319,"Director, leisure centre"
1324,"Directeur, logistique",1226,"Director, logistics"
1120,"Directeur, gestion",1210,"Director, managing"
1221,"Directeurs et cadres de direction, ventes et commercialisation",1233,"Director, marketing"
1342,"Directeur, médical",1319,"Director, medical"
2654,"Réalisateur, cinéma",2455,"Director, motion picture"
2654,"Metteur en scène, comédie musicale",1229,"Director, musical"
1342,"Directrice, soins infirmiers",2230,"Director, nursing"
1343,"Cadres de direction, services aux personnes âgées",1319,"Director, nursing home"
1212,"Directeur, personnel",1232,"Director, personnel"
2654,"Réalisateur, photographie",2455,"Director, photography"
1213,"Directeur, politique et planification",1229,"Director, policy and planning"
1321,"Directeur, centrale électrique",1222,"Director, power station"
1223,"Directeur, développement de produits",1237,"Director, product development"
1222,"Directeurs et cadres de direction, publicité et relations publiques",1234,"Director, public relations"
2654,"Directeur, radio",2455,"Director, radio"
1212,"Directeur, recrutement",1232,"Director, recruitment"
1120,"Directeur, régional",1210,"Director, regional"
1223,"Directeur, recherche",1237,"Director, research"
1221,"Directeur, ventes",1233,"Director, sales"
1345,"Directeur, école",1210,"Director, school"
2654,"Metteur en scène, scène",2455,"Director, stage"
1213,"Directeurs et cadres de direction, stratégie et planifications",1229,"Director, strategic planning"
2654,"Directeur, technique",2455,"Director, technical"
2654,"Réalisateur, technique : télévision ou radio",2455,"Director, technical: television or radio"
2654,"Réalisateur, télévision",2455,"Director, television"
2654,"Metteurs en scène de cinéma, de théâtre et d'autres spectacles",2455,"Director, theatrical"
5113,"Directeur, tournée",5113,"Director, tour"
1114,"Directeur général, organisation d’employeurs",1142,"Director-general, employers' organization"
1114,"Directeur général, organisation de protection de l’environnement",1143,"Director-general, environment protection organization"
1112,"Directeur général, Administration publique",1120,"Director-general, government administration"
1112,"Directeur général, ministère",1120,"Director-general, government department"
1114,"Directeur général, organisation de défense des droits de l’homme",1143,"Director-general, human rights organization"
1114,"Directeur général, organisation humanitaire",1143,"Director-general, humanitarian organization"
